	doc_id	sen_id	word	tag
786	0	38	our	O
787	0	38	discrete	B
788	0	38	optimization	I
789	0	38	objective	O
790	0	38	into	O
791	0	38	an	O
792	0	38	optimal	B
793	0	38	transport	I
794	0	38	problem	O
795	0	38	Cuturi	O
796	0	38	2013	O
797	0	38	that	O
798	0	38	can	O
799	0	38	be	O
800	0	38	solved	O
801	0	38	in	O
802	0	38	polynomial	O
803	0	38	time	O
804	0	38	by	O
805	0	38	linear	O
806	0	38	programming	O
807	0	38	.	O
808	0	39	Intuitively	O
809	0	39	the	O
810	0	39	vocabularization	O
811	0	39	process	O
812	0	39	can	O
813	0	39	be	O
814	0	39	regarded	O
815	0	39	as	O
816	0	39	finding	O
817	0	39	the	O
818	0	39	optimal	B
819	0	39	transport	I
820	0	39	matrix	I
821	0	39	from	O
822	0	39	the	O
823	0	39	character	O
824	0	39	distribution	O
825	0	39	to	O
826	0	39	the	O
827	0	39	vocabulary	O
828	0	39	token	O
829	0	39	distribution	O
830	0	39	.	O
831	0	40	Finally	O
832	0	40	our	O
833	0	40	proposed	O
834	0	40	VOLT	O
835	0	40	will	O
836	0	40	yield	O
837	0	40	a	O
838	0	40	vocabulary	O
839	0	40	from	O
840	0	40	the	O
841	0	40	optimal	B
842	0	40	transport	I
843	0	40	matrix	I
844	0	40	.	O
845	0	41	We	O
846	0	41	evaluate	O
847	0	41	our	O
848	0	41	approach	O
849	0	41	on	O
850	0	41	multiple	B
851	0	41	machine	I
852	0	41	translation	I
853	0	41	tasks	B
854	0	41	including	I
855	0	41	EnglishGerman	O
856	0	41	translation	O
857	0	41	TED	O
858	0	41	bilingual	O
859	0	41	translation	B
860	0	41	and	I
861	0	41	TED	O
862	0	41	multilingual	O
863	0	41	translation	B
864	0	41	.	I
865	0	42	Empirical	O
866	0	42	results	O
867	0	42	show	O
868	0	42	that	O
869	0	42	VOLT	O
870	0	42	beats	O
871	0	42	vocabularies	O
872	0	42	in	O
873	0	42	diverse	O
874	0	42	scenarios	O
875	0	42	.	O
876	0	43	Furthermore	O
877	0	43	VOLT	O
878	0	43	is	O
879	0	43	a	O
880	0	43	lightweight	O
881	0	43	solution	O
882	0	43	and	O
883	0	43	does	O
884	0	43	not	O
885	0	43	require	O
886	0	43	expensive	O
887	0	43	computation	O
888	0	43	resources	O
889	0	43	.	O
890	0	44	On	O
891	0	44	translation	O
892	0	44	VOLT	O
893	0	44	only	O
894	0	44	takes	O
895	0	44	30	O
896	0	44	GPU	B
897	0	44	hours	I
898	0	44	to	O
899	0	44	find	O
900	0	44	vocabularies	O
901	0	44	while	O
902	0	44	the	O
903	0	44	traditional	O
904	0	44	solution	O
905	0	44	takes	O
906	0	44	384	O
907	0	44	GPU	B
908	0	44	hours	I
909	0	44	.	O
910	0	45	2	O
911	0	45	Related	B
912	0	45	Work	I
913	0	45	Initially	O
914	0	45	most	B
915	0	45	neural	I
916	0	45	models	I
917	0	45	were	O
918	0	45	built	O
919	0	45	upon	O
920	0	45	vocabularies	O
921	0	45	and	O
922	0	45	losa	O
923	0	45	2016	O
924	0	45	Vaswani	B
925	0	45	et	I
926	0	45	2017	O
927	0	45	Zhao	O
928	0	45	et	O
929	0	45	2019	O
930	0	45	.	O
931	0	46	While	O
932	0	46	achieving	O
933	0	46	promising	B
934	0	46	results	I
935	0	46	it	O
936	0	46	is	O
937	0	46	a	O
938	0	46	common	O
939	0	46	constraint	O
940	0	46	that	O
941	0	46	vocabularies	O
942	0	46	fail	O
943	0	46	on	O
944	0	46	handling	O
945	0	46	rare	B
946	0	46	words	I
947	0	46	under	O
948	0	46	limited	B
949	0	46	vocabulary	I
950	0	46	sizes	I
951	0	46	.	O
952	0	47	Researchers	O
953	0	47	recently	O
954	0	47	have	O
955	0	47	proposed	O
956	0	47	several	O
957	0	47	advanced	O
958	0	47	vocabularization	O
959	0	47	approaches	O
960	0	47	like	O
961	0	47	bytelevel	O
962	0	47	approaches	O
963	0	47	Wang	O
964	0	47	et	O
965	0	47	2020	O
966	0	47	characterlevel	O
967	0	47	approaches	O
968	0	47	and	O
969	0	47	Fonollosa	O
970	0	47	2016	O
971	0	47	Lee	O
972	0	47	et	O
973	0	47	2017	O
974	0	47	et	O
975	0	47	2019	O
976	0	47	and	O
977	0	47	approaches	O
978	0	47	Sennrich	O
979	0	47	et	O
980	0	47	2016	O
981	0	47	Kudo	O
982	0	47	and	O
983	0	47	Richardson	O
984	0	47	2018	O
985	0	47	.	O
997	0	49	The	O
998	0	49	general	O
999	0	49	idea	O
1000	0	49	is	O
1001	0	49	to	O
1002	0	49	merge	O
1003	0	49	pairs	O
1004	0	49	of	O
1005	0	49	frequent	B
1006	0	49	character	I
1007	0	49	sequences	I
1008	0	49	to	O
1009	0	49	create	O
1010	0	49	units	O
1011	0	49	.	O
1012	0	50	vocabularies	O
1013	0	50	can	O
1014	0	50	be	O
1015	0	50	regarded	O
1016	0	50	as	O
1017	0	50	a	O
1018	0	50	between	O
1019	0	50	vocabularies	O
1020	0	50	and	O
1021	0	50	vocabularies	O
1022	0	50	.	O
1052	0	52	Compared	O
1053	0	52	to	O
1054	0	52	vocabularies	O
1055	0	52	it	O
1056	0	52	has	O
1057	0	52	shorter	B
1058	0	52	sentence	I
1059	0	52	lengths	I
1060	0	52	without	O
1061	0	52	rare	B
1062	0	52	words	I
1063	0	52	.	O
1064	0	53	Following	O
1065	0	53	BPE	O
1066	0	53	some	O
1067	0	53	variants	O
1068	0	53	recently	O
1069	0	53	have	O
1070	0	53	been	O
1071	0	53	proposed	O
1072	0	53	like	O
1073	0	53	Provilkov	O
1074	0	53	et	O
1075	0	53	2020	O
1076	0	53	SentencePiece	O
1077	0	53	Kudo	O
1078	0	53	and	O
1079	0	53	Richardson	O
1080	0	53	2018	O
1081	0	53	and	O
1082	0	53	so	O
1083	0	53	on	O
1084	0	53	.	O
1104	0	55	Thus	O
1105	0	55	trial	B
1106	0	55	training	I
1107	0	55	is	O
1108	0	55	required	O
1109	0	55	to	O
1110	0	55	find	O
1111	0	55	the	O
1112	0	55	optimal	O
1113	0	55	size	O
1114	0	55	which	O
1115	0	55	brings	O
1116	0	55	high	O
1117	0	55	computation	O
1118	0	55	costs	O
1119	0	55	.	O
1120	0	56	More	O
1121	0	56	recently	O
1122	0	56	some	O
1123	0	56	studies	O
1124	0	56	notice	O
1125	0	56	this	O
1126	0	56	problem	O
1127	0	56	and	O
1128	0	56	propose	O
1129	0	56	some	O
1130	0	56	practical	O
1131	0	56	solutions	O
1132	0	56	Kreutzer	O
1133	0	56	and	O
1134	0	56	Sokolov	O
1135	0	56	2018	O
1136	0	56	Cherry	O
1137	0	56	et	O
1138	0	56	2018	O
1139	0	56	Chen	O
1140	0	56	et	O
1141	0	56	2019	O
1142	0	56	Salesky	O
1143	0	56	et	O
1144	0	56	2020	O
1145	0	56	.	O
1146	0	57	7363	O
1147	0	57	Spearman	O
1148	0	57	Score	O
1149	0	57	0	O
1150	0	57	2	O
1151	0	57	4	O
1152	0	57	6	O
1153	0	57	8	O
1154	0	57	10	O
1155	0	57	12	O
1156	0	57	Count	O
1157	0	57	Figure	O
1158	0	57	2	O
1159	0	57	:	O
1160	0	57	MUV	O
1161	0	57	and	O
1162	0	57	downstream	O
1163	0	57	performance	O
1164	0	57	are	O
1165	0	57	positively	O
1166	0	57	correlated	O
1167	0	57	on	O
1168	0	57	of	O
1169	0	57	tasks	O
1170	0	57	.	O
1171	0	58	classifies	O
1172	0	58	Spearman	O
1173	0	58	scores	O
1174	0	58	into	O
1175	0	58	different	O
1176	0	58	groups	O
1177	0	58	.	O
1178	0	59	shows	O
1179	0	59	the	O
1180	0	59	number	O
1181	0	59	of	O
1182	0	59	tasks	O
1183	0	59	in	O
1184	0	59	each	O
1185	0	59	group	O
1186	0	59	.	O
1193	0	61	3	O
1194	0	61	Marginal	B
1195	0	61	Utility	I
1196	0	61	of	O
1197	0	61	Vocabularization	O
1198	0	61	In	O
1199	0	61	this	O
1200	0	61	section	O
1201	0	61	we	O
1202	0	61	propose	O
1203	0	61	to	O
1204	0	61	find	O
1205	0	61	a	O
1206	0	61	good	O
1207	0	61	vocabulary	O
1208	0	61	measurement	O
1209	0	61	by	O
1210	0	61	considering	O
1211	0	61	entropy	O
1212	0	61	and	O
1213	0	61	size	O
1214	0	61	.	O
1215	0	62	As	O
1216	0	62	introduced	O
1217	0	62	in	O
1218	0	62	Section	O
1219	0	62	1	O
1220	0	62	it	O
1221	0	62	is	O
1222	0	62	to	O
1223	0	62	find	O
1224	0	62	an	O
1225	0	62	appropriate	B
1226	0	62	objective	I
1227	0	62	function	I
1228	0	62	to	O
1229	0	62	optimize	O
1230	0	62	them	O
1231	0	62	simultaneously	O
1232	0	62	.	O
1233	0	63	On	O
1234	0	63	one	O
1235	0	63	side	O
1236	0	63	with	O
1237	0	63	the	O
1238	0	63	increase	O
1239	0	63	of	O
1240	0	63	vocabulary	B
1241	0	63	size	I
1242	0	63	the	O
1243	0	63	corpus	O
1244	0	63	entropy	O
1245	0	63	is	O
1246	0	63	decreased	O
1247	0	63	which	O
1248	0	63	benefits	O
1249	0	63	model	O
1250	0	63	learning	O
1251	0	63	Bentz	O
1252	0	63	and	O
1253	0	63	Alikaniotis	O
1254	0	63	2016	O
1255	0	63	.	O
1256	0	64	On	O
1257	0	64	the	O
1258	0	64	other	O
1259	0	64	side	O
1260	0	64	a	O
1261	0	64	large	O
1262	0	64	vocabulary	O
1263	0	64	causes	O
1264	0	64	parameter	O
1265	0	64	explosion	O
1266	0	64	and	O
1267	0	64	token	O
1268	0	64	sparsity	O
1269	0	64	problems	O
1270	0	64	which	O
1271	0	64	hurts	O
1272	0	64	model	O
1273	0	64	learning	O
1274	0	64	Allison	O
1275	0	64	et	O
1276	0	64	2006	O
1277	0	64	.	O
1278	0	65	To	O
1279	0	65	address	O
1280	0	65	this	O
1281	0	65	problem	O
1282	0	65	we	O
1283	0	65	borrow	O
1284	0	65	the	O
1285	0	65	concept	O
1286	0	65	of	O
1287	0	65	Marginal	B
1288	0	65	Utility	I
1289	0	65	in	O
1290	0	65	economics	O
1291	0	65	Samuelson	O
1292	0	65	1937	O
1293	0	65	and	O
1294	0	65	propose	O
1295	0	65	to	O
1296	0	65	use	O
1297	0	65	Marginal	B
1298	0	65	Utility	I
1299	0	65	of	O
1300	0	65	Vocabularization	O
1301	0	65	MUV	O
1302	0	65	as	O
1303	0	65	the	O
1304	0	65	optimization	O
1305	0	65	objective	O
1306	0	65	.	O
1307	0	66	MUV	O
1308	0	66	evaluates	O
1309	0	66	the	O
1310	0	66	benefits	O
1311	0	66	entropy	O
1312	0	66	a	O
1313	0	66	corpus	O
1314	0	66	can	O
1315	0	66	get	O
1316	0	66	from	O
1317	0	66	an	O
1318	0	66	increase	O
1319	0	66	of	O
1320	0	66	cost	O
1321	0	66	size	O
1322	0	66	.	O
1323	0	67	Higher	O
1324	0	67	MUV	O
1325	0	67	is	O
1326	0	67	expected	O
1327	0	67	for	O
1328	0	67	higher	O
1329	0	67	ratio	O
1330	0	67	.	O
1331	0	68	Preliminary	O
1332	0	68	results	O
1333	0	68	verify	O
1334	0	68	that	O
1335	0	68	MUV	O
1336	0	68	correlates	O
1337	0	68	with	O
1338	0	68	downstream	O
1339	0	68	performances	O
1340	0	68	on	O
1341	0	68	of	O
1342	0	68	translation	B
1343	0	68	tasks	I
1344	0	68	See	O
1345	0	68	Figure	O
1346	0	68	2	O
1347	0	68	.	O
1348	0	69	According	O
1349	0	69	to	O
1350	0	69	this	O
1351	0	69	feature	O
1352	0	69	our	O
1353	0	69	goal	O
1354	0	69	turns	O
1355	0	69	to	O
1356	0	69	maximize	O
1357	0	69	MUV	O
1358	0	69	in	O
1359	0	69	tractable	O
1360	0	69	time	O
1361	0	69	complexity	O
1362	0	69	.	O
1377	0	71	For	O
1378	0	71	simplification	O
1379	0	71	we	O
1380	0	71	leverage	O
1381	0	71	a	O
1382	0	71	smaller	O
1383	0	71	vocabulary	O
1384	0	71	to	O
1385	0	71	estimate	O
1386	0	71	MUV	O
1387	0	71	in	O
1388	0	71	implementation	O
1389	0	71	.	O
1390	0	72	Specially	O
1391	0	72	MUV	O
1392	0	72	is	O
1393	0	72	calculated	O
1394	0	72	as	O
1395	0	72	:	O
1396	0	72	Mv	O
